"site_name","date","sample_id","sample_no","sample_less","sample","concentration","date_extracted","field_collection_month","filtration_time","latitude","longitude","depth_ft","water_temp_f","flow","tide","collected_by"
"Sasa Bay",2019-02-28,"SB NA EB","EB","SB_EBa","201902_SB_EBa",NA,"28/4/19",Feb 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-02-28,"SB 10 EC","EC","SB_ECa","201902_SB_ECa",NA,"28/4/19",Feb 2019,2,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 1","1","SB_1a","201902_SB_1a",15,"28/4/19",Feb 2019,7,13.447,144.67444,30,79.63,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 2","2","SB_2a","201902_SB_2a",11,"28/4/19",Feb 2019,6,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 3","3","SB_3a","201902_SB_3a",9.8,"28/4/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 4","4","SB_4a","201902_SB_4a",9.3,"28/4/19",Feb 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 5","5","SB_5a","201902_SB_5a",9.4,"28/4/19",Feb 2019,6,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 6","6","SB_6a","201902_SB_6a",5.8,"28/4/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 7","7","SB_7a","201902_SB_7a",7.1,"28/4/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 8","8","SB_8a","201902_SB_8a",17,"28/4/19",Feb 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 9","9","SB_9a","201902_SB_9a",9.3,"28/4/19",Feb 2019,6,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Sasa Bay",2019-02-28,"SB 10 10","10","SB_10a","201902_SB_10a",8,"28/4/19",Feb 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS NA EB","EB","MS_EBa","201902_MS_EBa",NA,"2/5/19",Feb 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-02-28,"MS 10 EC","EC","MS_ECa","201902_MS_ECa",NA,"2/5/19",Feb 2019,0,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 1","1","MS_1a","201902_MS_1a",9.1,"2/5/19",Feb 2019,4,13.44908,144.65746,93,79.86,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 2","2","MS_2a","201902_MS_2a",7.9,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 3","3","MS_3a","201902_MS_3a",7.9,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 4","4","MS_4a","201902_MS_4a",7.8,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 5","5","MS_5a","201902_MS_5a",4.92,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 6","6","MS_6a","201902_MS_6a",6.4,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 7","7","MS_7a","201902_MS_7a",5.2,"2/5/19",Feb 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 8","8","MS_8a","201902_MS_8a",5.7,"2/5/19",Feb 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 9","9","MS_9a","201902_MS_9a",0.15,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Middle Shoals",2019-02-28,"MS 10 10","10","MS_10a","201902_MS_10a",1.46,"2/5/19",Feb 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, JP"
"Inner Harbor",2019-03-07,"IH NA EB","EB","IH_EBa","201903_IH_EBa",NA,"7/3/19",Mar 2019,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2019-03-07,"IH 10 EC","EC","IH_ECa","201903_IH_ECa",NA,"7/3/19",Mar 2019,1,246825,1485565,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 1","1","IH_1a","201903_IH_1a",11,"7/3/19",Mar 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 2","2","IH_2a","201903_IH_2a",28,"7/3/19",Mar 2019,8,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 3","3","IH_3a","201903_IH_3a",32,"7/3/19",Mar 2019,6,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 4","4","IH_4a","201903_IH_4a",35,"7/3/19",Mar 2019,10,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 5","5","IH_5a","201903_IH_5a",6.9,"7/3/19",Mar 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 6","6","IH_6a","201903_IH_6a",13,"7/3/19",Mar 2019,10,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 7","7","IH_7a","201903_IH_7a",26,"7/3/19",Mar 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 8","8","IH_8a","201903_IH_8a",21,"7/3/19",Mar 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 9","9","IH_9a","201903_IH_9a",8.1,"7/3/19",Mar 2019,4,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Inner Harbor",2019-03-07,"IH 10 10","10","IH_10a","201903_IH_10a",9.7,"7/3/19",Mar 2019,5,NA,NA,NA,NA,"Slow","","MM, MD, TS"
"Blue Hole",2019-03-11,"BH NA EB","EB","BH_EBa","201903_BH_EBa",NA,"",Mar 2019,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2019-03-11,"BH 10 EC","EC","BH_ECa","201903_BH_ECa",NA,"6/5/19",Mar 2019,1,NA,NA,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 1","1","BH_1a","201903_BH_1a",3.78,"6/5/19",Mar 2019,4,13.4861111,144.7622222,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 2","2","BH_2a","201903_BH_2a",0.7,"6/5/19",Mar 2019,22,13.4861111,144.7622222,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 3","3","BH_3a","201903_BH_3a",5.8,"6/5/19",Mar 2019,5,13.4869444,144.7611111,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 4","4","BH_4a","201903_BH_4a",1.83,"6/5/19",Mar 2019,5,13.4869444,144.7611111,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 5","5","BH_5a","201903_BH_5a",1.62,"6/5/19",Mar 2019,7,13.49,144.7569444,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 6","6","BH_6a","201903_BH_6a",2.67,"6/5/19",Mar 2019,4,13.4880556,144.7580556,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 7","7","BH_7a","201903_BH_7a",3.03,"6/5/19",Mar 2019,4,13.4891667,144.7575,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 8","8","BH_8a","201903_BH_8a",1.5,"6/5/19",Mar 2019,4,13.4891667,144.7575,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 9","9","BH_9a","201903_BH_9a",3.22,"6/5/19",Mar 2019,4,13.49,177.757222,NA,NA,"Moderate","","MM, MD, JM"
"Blue Hole",2019-03-11,"BH 10 10","10","BH_10a","201903_BH_10a",1.93,"6/5/19",Mar 2019,4,13.49,177.757222,NA,NA,"Moderate","","MM, MD, JM"
"Orote Point",2019-02-28,"OP NA EB","EB","OP_EBa","201902_OP_EBa",NA,"",Feb 2019,NA,NA,NA,NA,NA,"","",""
"Orote Point",2019-02-28,"OP 10 EC","EC","OP_ECa","201902_OP_ECa",NA,"6/5/19",Feb 2019,1,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 1","1","OP_1a","201902_OP_1a",5.2,"6/5/19",Feb 2019,4,13.44993,144.62448,87,80.34,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 2","2","OP_2a","201902_OP_2a",6.1,"6/5/19",Feb 2019,6,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 3","3","OP_3a","201902_OP_3a",4.11,"6/5/19",Feb 2019,6,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 4","4","OP_4a","201902_OP_4a",3.67,"6/5/19",Feb 2019,5,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 5","5","OP_5a","201902_OP_5a",5.6,"6/5/19",Feb 2019,4,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 6","6","OP_6a","201902_OP_6a",4,"6/5/19",Feb 2019,4,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 7","7","OP_7a","201902_OP_7a",4.96,"6/5/19",Feb 2019,4,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 8","8","OP_8a","201902_OP_8a",4.15,"6/5/19",Feb 2019,4,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 9","9","OP_9a","201902_OP_9a",3.76,"6/5/19",Feb 2019,5,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Orote Point",2019-02-28,"OP 10 10","10","OP_10a","201902_OP_10a",3.04,"6/5/19",Feb 2019,5,NA,NA,NA,NA,"Moderate","","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB NA EB","EB","SB_EBa","201904_SB_EBa",0,"20/5/19",Apr 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-04-05,"SB 10 EC","EC","SB_ECa","201904_SB_ECa",0,"20/5/19",Apr 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 1","1","SB_1a","201904_SB_1a",14.76,"20/5/19",Apr 2019,4,13.44698,144.67435,26.8,81.53,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 2","2","SB_2a","201904_SB_2a",8.85,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 3","3","SB_3a","201904_SB_3a",12.64,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 4","4","SB_4a","201904_SB_4a",3.38,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 5","5","SB_5a","201904_SB_5a",4.28,"20/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 6","6","SB_6a","201904_SB_6a",5.46,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 7","7","SB_7a","201904_SB_7a",4.71,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 8","8","SB_8a","201904_SB_8a",3.07,"20/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 9","9","SB_9a","201904_SB_9a",6.35,"20/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-04-05,"SB 10 10","10","SB_10a","201904_SB_10a",3.94,"20/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS NA EB","EB","MS_EBa","201904_MS_EBa",0,"3/6/19",Apr 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-04-05,"MS 10 EC","EC","MS_ECa","201904_MS_ECa",0,"3/6/19",Apr 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 1","1","MS_1a","201904_MS_1a",6.45,"3/6/19",Apr 2019,4,13.44955,144.657067,67.9,81.39,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 2","2","MS_2a","201904_MS_2a",5.69,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 3","3","MS_3a","201904_MS_3a",5.4,"3/6/19",Apr 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 4","4","MS_4a","201904_MS_4a",3.86,"3/6/19",Apr 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 5","5","MS_5a","201904_MS_5a",11.4,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 6","6","MS_6a","201904_MS_6a",6.85,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 7","7","MS_7a","201904_MS_7a",4.64,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 8","8","MS_8a","201904_MS_8a",2.07,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 9","9","MS_9a","201904_MS_9a",3.89,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2019-04-05,"MS 10 10","10","MS_10a","201904_MS_10a",3.3,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH NA EB","EB","IH_EBa","201904_IH_EBa",0,"31/5/19",Apr 2019,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2019-04-05,"IH 10 EC","EC","IH_ECa","201904_IH_ECa",0,"31/5/19",Apr 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 1","1","IH_1a","201904_IH_1a",9.01,"31/5/19",Apr 2019,4,13.42082,144.66745,35,82.19,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 2","2","IH_2a","201904_IH_2a",4.08,"31/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 3","3","IH_3a","201904_IH_3a",2.28,"31/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 4","4","IH_4a","201904_IH_4a",2.98,"31/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 5","5","IH_5a","201904_IH_5a",5.04,"31/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 6","6","IH_6a","201904_IH_6a",5.78,"31/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 7","7","IH_7a","201904_IH_7a",9.33,"31/5/19",Apr 2019,6,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 8","8","IH_8a","201904_IH_8a",3.26,"31/5/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 9","9","IH_9a","201904_IH_9a",7.2,"31/5/19",Apr 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-04-05,"IH 10 10","10","IH_10a","201904_IH_10a",3.23,"31/5/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH NA EB","EB","BH_EBa","201904_BH_EBa",0,"10/6/19",Apr 2019,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2019-04-09,"BH 10 EC","EC","BH_ECa","201904_BH_ECa",0,"10/6/19",Apr 2019,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 1","1","BH_1a","201904_BH_1a",0.58,"10/6/19",Apr 2019,4,13.4370667,144.62455,70,82,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 2","2","BH_2a","201904_BH_2a",1.2,"10/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 3","3","BH_3a","201904_BH_3a",1.14,"10/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 4","4","BH_4a","201904_BH_4a",0.54,"10/6/19",Apr 2019,6,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 5","5","BH_5a","201904_BH_5a",1.01,"10/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 6","6","BH_6a","201904_BH_6a",0.99,"10/6/19",Apr 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 7","7","BH_7a","201904_BH_7a",1.25,"10/6/19",Apr 2019,5,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 8","8","BH_8a","201904_BH_8a",0.32,"10/6/19",Apr 2019,6,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 9","9","BH_9a","201904_BH_9a",4.62,"10/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Blue Hole",2019-04-09,"BH 10 10","10","BH_10a","201904_BH_10a",1.54,"10/6/19",Apr 2019,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP NA EB","EB","OP_EBa","201904_OP_EBa",0,"3/6/19",Apr 2019,NA,NA,NA,NA,NA,"","",""
"Orote Point",2019-04-09,"OP 10 EC","EC","OP_ECa","201904_OP_ECa",0,"3/6/19",Apr 2019,1,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 1","1","OP_1a","201904_OP_1a",1.5,"3/6/19",Apr 2019,3,13.4500167,144.6246833,143,81.89,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 2","2","OP_2a","201904_OP_2a",2.09,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 3","3","OP_3a","201904_OP_3a",1.08,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 4","4","OP_4a","201904_OP_4a",2.71,"3/6/19",Apr 2019,6,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 5","5","OP_5a","201904_OP_5a",1.81,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 6","6","OP_6a","201904_OP_6a",1.82,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 7","7","OP_7a","201904_OP_7a",1.85,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 8","8","OP_8a","201904_OP_8a",0.89,"3/6/19",Apr 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 9","9","OP_9a","201904_OP_9a",2.15,"3/6/19",Apr 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2019-04-09,"OP 10 10","10","OP_10a","201904_OP_10a",1.7,"3/6/19",Apr 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB NA EB","EB","SB_EBa","201905_SB_EBa",0,"21/6/19",May 2019,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2019-05-31,"SB 10 EC","EC","SB_ECa","201905_SB_ECa",0,"21/6/19",May 2019,0,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 1","1","SB_1a","201905_SB_1a",0.58,"21/6/19",May 2019,3,13.447167,144.6747667,43.2,84.99,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 2","2","SB_2a","201905_SB_2a",0.78,"21/6/19",May 2019,3,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 3","3","SB_3a","201905_SB_3a",0.74,"21/6/19",May 2019,5,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 4","4","SB_4a","201905_SB_4a",0.5,"21/6/19",May 2019,10,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 5","5","SB_5a","201905_SB_5a",0.26,"21/6/19",May 2019,4,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 6","6","SB_6a","201905_SB_6a",0.43,"21/6/19",May 2019,5,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 7","7","SB_7a","201905_SB_7a",0.66,"21/6/19",May 2019,6,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 8","8","SB_8a","201905_SB_8a",0.33,"21/6/19",May 2019,5,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 9","9","SB_9a","201905_SB_9a",0.51,"21/6/19",May 2019,4,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Sasa Bay",2019-05-31,"SB 10 10","10","SB_10a","201905_SB_10a",0.4,"21/6/19",May 2019,5,NA,NA,NA,NA,"Stagnant","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS NA EB","EB","MS_EBa","201905_MS_EBa",0,"14/6/19",May 2019,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2019-05-31,"MS 10 EC","EC","MS_ECa","201905_MS_ECa",0,"14/6/19",May 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 1","1","MS_1a","201905_MS_1a",5.66,"14/6/19",May 2019,3,13.4504833,144.6570666,32,85,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 2","2","MS_2a","201905_MS_2a",6.14,"14/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 3","3","MS_3a","201905_MS_3a",3.77,"14/6/19",May 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 4","4","MS_4a","201905_MS_4a",6.16,"14/6/19",May 2019,9,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 5","5","MS_5a","201905_MS_5a",5.62,"14/6/19",May 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 6","6","MS_6a","201905_MS_6a",6.92,"14/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 7","7","MS_7a","201905_MS_7a",9.11,"14/6/19",May 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 8","8","MS_8a","201905_MS_8a",6.5,"14/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 9","9","MS_9a","201905_MS_9a",3.7,"14/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2019-05-31,"MS 10 10","10","MS_10a","201905_MS_10a",9.95,"14/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH NA EB","EB","IH_EBa","201905_IH_EBa",0,"21/6/19",May 2019,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2019-05-17,"IH 10 EC","EC","IH_ECa","201905_IH_ECa",0,"21/6/19",May 2019,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 1","1","IH_1a","201905_IH_1a",6.13,"21/6/19",May 2019,4,13.4244833,144.6690166,39,85,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 2","2","IH_2a","201905_IH_2a",6.96,"21/6/19",May 2019,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 3","3","IH_3a","201905_IH_3a",6.42,"21/6/19",May 2019,14,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 4","4","IH_4a","201905_IH_4a",7.14,"21/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 5","5","IH_5a","201905_IH_5a",8,"21/6/19",May 2019,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 6","6","IH_6a","201905_IH_6a",8.9,"21/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 7","7","IH_7a","201905_IH_7a",6.97,"21/6/19",May 2019,7,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 8","8","IH_8a","201905_IH_8a",0,"21/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 9","9","IH_9a","201905_IH_9a",6.66,"21/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2019-05-17,"IH 10 10","10","IH_10a","201905_IH_10a",5.27,"21/6/19",May 2019,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
